"STATION","NAME","DATE","HLY-CLDH-NORMAL","HLY-CLOD-PCTBKN","HLY-CLOD-PCTCLR","HLY-CLOD-PCTOVC","HLY-DEWP-NORMAL","HLY-HTDH-NORMAL","HLY-PRES-NORMAL","HLY-TEMP-NORMAL","HLY-WIND-AVGSPD","HLY-WIND-VCTDIR"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T01:00:00","-777.7","114","276","451","33.1","20.1","1.0","45.0","9.4","327"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T02:00:00","-777.7","136","283","449","33.0","20.8","1.0","44.3","9.3","324"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T03:00:00","-777.7","133","297","441","33.0","21.4","1.0","43.6","9.1","331"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T04:00:00","-777.7","129","292","449","33.0","22.0","1.0","43.1","9.0","331"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T05:00:00","-777.7","130","281","440","32.9","22.5","1.0","42.5","8.8","334"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T06:00:00","-777.7","163","176","444","32.9","22.6","1.0","42.4","9.1","335"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T07:00:00","-777.7","203","173","431","33.1","21.3","1.0","43.7","9.6","337"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T08:00:00","0.1","233","163","423","33.0","19.3","1.0","45.8","11.0","334"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T09:00:00","0.2","211","128","422","33.0","17.2","1.0","48.0","11.9","330"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T10:00:00","0.3","235","119","423","32.8","15.4","1.0","50.0","12.3","321"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T11:00:00","0.6","270","110","403","32.8","13.9","1.0","51.7","12.5","310"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T12:00:00","0.9","244","112","415","33.0","12.7","1.0","53.2","13.0","302"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T13:00:00","1.1","239","100","433","32.9","11.8","1.0","54.2","13.3","291"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T14:00:00","1.2","230","85","426","33.1","11.3","1.0","54.9","13.5","290"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T15:00:00","1.2","226","98","421","33.1","11.2","1.0","55.1","13.5","290"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T16:00:00","1.2","228","105","433","33.3","11.4","1.0","54.8","13.6","286"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T17:00:00","1.1","229","109","433","33.3","12.2","1.0","53.8","13.2","286"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T18:00:00","0.8","241","107","416","33.4","13.4","1.0","52.4","12.5","296"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T19:00:00","0.5","221","134","419","33.5","14.7","1.0","50.8","11.6","306"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T20:00:00","0.4","198","189","414","33.8","15.7","1.0","49.6","10.9","308"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T21:00:00","0.2","176","217","431","33.8","16.5","1.0","48.7","10.6","313"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T22:00:00","0.2","176","232","430","34.0","17.4","1.0","47.8","10.3","315"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","03-31T23:00:00","0.1","150","257","431","33.9","18.1","1.0","47.0","10.0","318"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T00:00:00","0.1","116","268","480","33.9","19.1","1.0","46.0","10.0","324"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T01:00:00","0.1","104","286","460","33.7","19.7","1.0","45.4","9.4","326"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T02:00:00","-777.7","132","283","458","33.6","20.3","1.0","44.7","9.2","324"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T03:00:00","-777.7","133","295","450","33.6","21.0","1.0","44.0","9.1","330"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T04:00:00","-777.7","132","283","458","33.5","21.5","1.0","43.5","9.0","328"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T05:00:00","-777.7","135","266","450","33.4","22.0","1.0","43.0","8.9","331"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T06:00:00","-777.7","179","154","446","33.4","22.2","1.0","42.8","9.2","334"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T07:00:00","-777.7","206","158","439","33.6","20.9","1.0","44.2","9.7","334"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T08:00:00","0.1","237","148","430","33.5","18.9","1.0","46.2","11.1","331"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T09:00:00","0.2","216","117","427","33.5","16.9","1.0","48.4","11.9","328"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T10:00:00","0.4","242","105","425","33.3","15.1","1.0","50.4","12.3","319"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T11:00:00","0.7","268","101","412","33.3","13.6","1.0","52.0","12.6","308"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T12:00:00","1.0","256","103","415","33.4","12.5","1.0","53.5","13.1","301"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T13:00:00","1.2","245","93","427","33.4","11.6","1.0","54.6","13.4","290"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T14:00:00","1.3","226","83","430","33.6","11.1","1.0","55.2","13.6","285"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T15:00:00","1.3","228","96","414","33.5","11.0","1.0","55.4","13.7","289"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T16:00:00","1.3","226","107","432","33.7","11.2","1.0","55.1","13.8","286"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T17:00:00","1.2","231","104","429","33.8","12.0","1.0","54.2","13.3","284"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T18:00:00","0.9","245","105","416","33.9","13.2","1.0","52.7","12.7","293"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T19:00:00","0.6","226","134","417","34.0","14.5","1.0","51.1","11.7","303"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T20:00:00","0.4","207","185","410","34.3","15.5","1.0","49.9","11.0","309"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T21:00:00","0.3","188","214","426","34.2","16.3","1.0","49.0","10.6","313"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T22:00:00","0.2","187","223","423","34.4","17.2","1.0","48.0","10.3","315"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-01T23:00:00","0.2","152","248","433","34.3","17.9","1.0","47.2","10.0","320"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T00:00:00","0.1","127","268","482","34.5","18.9","1.0","46.2","10.1","325"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T01:00:00","0.1","102","278","471","34.2","19.5","1.0","45.6","9.4","325"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T02:00:00","-777.7","134","275","469","34.1","20.1","1.0","45.0","9.3","324"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T03:00:00","-777.7","140","288","464","34.1","20.7","1.0","44.3","9.2","329"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T04:00:00","-777.7","132","270","471","34.0","21.2","1.0","43.8","9.1","328"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T05:00:00","-777.7","153","255","453","33.9","21.7","1.0","43.3","9.0","329"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T06:00:00","-777.7","201","145","449","33.8","21.8","1.0","43.2","9.3","332"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T07:00:00","-777.7","213","146","446","34.0","20.5","1.0","44.5","9.9","332"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T08:00:00","0.1","233","134","445","33.9","18.6","1.0","46.5","11.2","330"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T09:00:00","0.3","216","106","440","33.9","16.6","1.0","48.7","12.0","327"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T10:00:00","0.5","238","96","437","33.7","14.8","1.0","50.7","12.4","318"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T11:00:00","0.8","267","94","420","33.7","13.4","1.0","52.3","12.7","307"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T12:00:00","1.1","253","101","426","33.8","12.3","1.0","53.8","13.2","300"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T13:00:00","1.2","255","91","427","33.8","11.4","1.0","54.8","13.4","290"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T14:00:00","1.4","228","83","436","33.9","10.9","1.0","55.4","13.7","287"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T15:00:00","1.4","232","94","422","33.8","10.9","1.0","55.5","13.8","289"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T16:00:00","1.3","224","98","430","33.9","11.1","1.0","55.2","13.9","287"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T17:00:00","1.2","218","96","438","34.0","11.9","1.0","54.3","13.5","287"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T18:00:00","0.9","238","100","423","34.0","13.1","1.0","52.9","12.9","297"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T19:00:00","0.6","218","130","425","34.2","14.4","1.0","51.3","11.9","307"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T20:00:00","0.5","205","178","414","34.4","15.4","1.0","50.1","11.2","316"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T21:00:00","0.3","190","212","424","34.4","16.2","1.0","49.1","10.7","316"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T22:00:00","0.2","185","225","421","34.6","17.1","1.0","48.1","10.5","317"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-02T23:00:00","0.2","150","254","433","34.5","17.9","1.0","47.3","10.0","323"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T00:00:00","0.1","123","270","480","34.7","18.8","1.0","46.3","10.2","329"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T01:00:00","0.1","102","287","467","34.3","19.4","1.0","45.7","9.5","327"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T02:00:00","0.1","132","279","462","34.1","20.0","1.0","45.0","9.3","329"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T03:00:00","-777.7","142","293","457","34.0","20.7","1.0","44.3","9.2","332"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T04:00:00","-777.7","134","272","462","33.9","21.2","1.0","43.8","9.2","332"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T05:00:00","-777.7","160","261","444","33.8","21.6","1.0","43.4","9.1","330"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T06:00:00","-777.7","207","151","434","33.8","21.8","1.0","43.2","9.4","332"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T07:00:00","-777.7","211","147","438","34.0","20.4","1.0","44.6","10.0","333"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T08:00:00","0.1","236","140","443","33.9","18.4","1.0","46.7","11.3","331"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T09:00:00","0.3","213","107","441","33.9","16.4","1.0","48.9","12.2","328"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T10:00:00","0.5","251","99","424","33.6","14.6","1.0","50.9","12.5","319"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T11:00:00","0.8","261","99","420","33.6","13.2","1.0","52.6","12.8","308"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T12:00:00","1.1","249","103","427","33.7","12.1","1.0","54.0","13.3","302"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T13:00:00","1.3","236","91","432","33.7","11.2","1.0","55.1","13.4","293"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T14:00:00","1.4","215","81","444","33.8","10.7","1.0","55.7","13.8","289"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T15:00:00","1.5","225","96","422","33.8","10.7","1.0","55.8","13.8","289"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T16:00:00","1.4","217","94","426","33.9","10.9","1.0","55.5","13.9","285"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T17:00:00","1.3","220","93","436","33.9","11.7","1.0","54.6","13.5","285"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T18:00:00","1.0","252","100","421","34.0","12.8","1.0","53.2","12.9","295"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T19:00:00","0.6","217","116","434","34.1","14.1","1.0","51.6","11.9","306"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T20:00:00","0.5","212","174","419","34.4","15.1","1.0","50.3","11.3","315"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T21:00:00","0.3","208","199","420","34.4","16.0","1.0","49.4","10.8","314"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T22:00:00","0.2","192","217","422","34.5","16.9","1.0","48.4","10.6","317"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-03T23:00:00","0.2","156","248","438","34.5","17.6","1.0","47.5","10.1","322"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T00:00:00","0.1","129","265","483","34.7","18.7","1.0","46.5","10.3","329"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T01:00:00","0.1","104","277","472","34.2","19.2","1.0","45.9","9.6","328"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T02:00:00","0.1","128","271","474","34.1","19.9","1.0","45.2","9.5","332"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T03:00:00","-777.7","142","277","464","34.0","20.5","1.0","44.6","9.4","334"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T04:00:00","-777.7","132","260","472","33.9","21.0","1.0","44.1","9.3","336"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T05:00:00","-777.7","174","244","451","33.8","21.4","1.0","43.6","9.2","334"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T06:00:00","-777.7","221","138","440","33.8","21.5","1.0","43.5","9.4","337"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T07:00:00","-777.7","216","133","447","34.0","20.2","1.0","44.9","10.1","336"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T08:00:00","0.1","232","127","452","33.9","18.2","1.0","46.9","11.4","335"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T09:00:00","0.3","210","92","444","33.9","16.3","1.0","49.0","12.3","332"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T10:00:00","0.5","247","83","434","33.7","14.5","1.0","51.0","12.6","321"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T11:00:00","0.8","247","94","436","33.7","13.1","1.0","52.6","12.8","310"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T12:00:00","1.1","245","94","436","33.7","12.0","1.0","54.1","13.3","304"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T13:00:00","1.2","236","86","442","33.7","11.1","1.0","55.1","13.4","295"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T14:00:00","1.4","229","78","446","33.8","10.7","1.0","55.7","13.9","289"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T15:00:00","1.4","237","96","426","33.8","10.6","1.0","55.8","13.8","288"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T16:00:00","1.3","229","92","428","33.9","10.9","1.0","55.5","13.9","286"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T17:00:00","1.2","231","93","436","33.9","11.6","1.0","54.6","13.5","285"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T18:00:00","0.9","262","100","418","34.0","12.7","1.0","53.2","12.9","293"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T19:00:00","0.6","210","116","437","34.2","14.0","1.0","51.6","11.8","305"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T20:00:00","0.4","209","176","423","34.4","15.1","1.0","50.4","11.2","315"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T21:00:00","0.3","199","201","423","34.4","15.9","1.0","49.4","10.8","312"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T22:00:00","0.2","183","217","427","34.5","16.8","1.0","48.4","10.5","317"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-04T23:00:00","0.2","152","252","442","34.5","17.6","1.0","47.6","10.1","323"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T00:00:00","0.1","125","269","483","34.7","18.7","1.0","46.4","10.2","330"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T01:00:00","0.1","100","283","475","34.2","19.1","1.0","45.9","9.5","330"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T02:00:00","0.1","128","280","468","34.1","19.8","1.0","45.3","9.4","331"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T03:00:00","-777.7","128","282","459","34.0","20.4","1.0","44.6","9.4","333"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T04:00:00","-777.7","123","268","468","33.9","20.9","1.0","44.1","9.2","336"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T05:00:00","-777.7","165","253","446","33.8","21.4","1.0","43.6","9.2","334"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T06:00:00","-777.7","210","145","440","33.8","21.5","1.0","43.5","9.3","338"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T07:00:00","-777.7","209","140","445","34.0","20.1","1.0","45.0","10.1","337"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T08:00:00","0.1","225","131","450","33.9","18.1","1.0","47.0","11.4","337"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T09:00:00","0.2","205","100","440","33.8","16.1","1.0","49.1","12.2","332"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T10:00:00","0.4","249","92","426","33.6","14.3","1.0","51.1","12.5","322"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T11:00:00","0.7","240","94","436","33.6","13.0","1.0","52.7","12.7","313"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T12:00:00","1.0","245","92","438","33.8","11.9","1.0","54.1","13.3","307"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T13:00:00","1.2","237","79","442","33.8","11.0","1.0","55.2","13.4","301"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T14:00:00","1.3","222","74","451","33.9","10.6","1.0","55.7","13.8","292"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T15:00:00","1.4","241","89","429","33.8","10.5","1.0","55.8","13.7","291"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T16:00:00","1.3","222","90","435","33.8","10.7","1.0","55.6","13.9","290"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T17:00:00","1.2","227","91","439","33.8","11.4","1.0","54.7","13.4","289"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T18:00:00","0.9","249","98","422","33.9","12.6","1.0","53.3","12.9","297"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T19:00:00","0.6","205","111","434","34.0","13.8","1.0","51.7","11.7","310"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T20:00:00","0.4","198","178","423","34.3","14.9","1.0","50.5","11.2","317"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T21:00:00","0.3","192","215","423","34.2","15.8","1.0","49.5","10.8","315"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T22:00:00","0.2","183","224","418","34.3","16.7","1.0","48.5","10.5","320"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-05T23:00:00","0.1","150","257","440","34.4","17.5","1.0","47.6","10.0","325"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T00:00:00","0.1","138","269","474","34.7","18.7","1.0","46.4","10.1","333"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T01:00:00","0.1","102","283","468","34.1","19.0","1.0","46.0","9.4","331"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T02:00:00","-777.7","123","284","468","34.0","19.7","1.0","45.3","9.3","331"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T03:00:00","-777.7","124","288","462","33.9","20.4","1.0","44.7","9.3","332"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T04:00:00","-777.7","119","271","470","33.9","20.9","1.0","44.2","9.1","336"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T05:00:00","-777.7","165","249","446","33.8","21.3","1.0","43.7","9.1","333"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T06:00:00","-777.7","219","145","433","33.8","21.4","1.0","43.6","9.3","339"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T07:00:00","-777.7","204","137","446","34.0","20.0","1.0","45.1","10.0","338"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T08:00:00","0.1","225","134","450","33.9","18.0","1.0","47.1","11.3","337"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T09:00:00","0.2","208","103","433","33.8","16.0","1.0","49.2","12.2","333"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T10:00:00","0.4","254","94","422","33.6","14.2","1.0","51.1","12.4","323"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T11:00:00","0.7","249","94","428","33.6","12.9","1.0","52.7","12.7","313"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T12:00:00","0.9","256","92","429","33.7","11.8","1.0","54.1","13.2","307"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T13:00:00","1.1","239","84","436","33.6","10.9","1.0","55.2","13.3","302"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T14:00:00","1.2","224","78","446","33.7","10.5","1.0","55.7","13.6","292"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T15:00:00","1.2","246","89","422","33.6","10.5","1.0","55.8","13.6","289"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T16:00:00","1.2","229","78","428","33.6","10.7","1.0","55.5","13.8","288"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T17:00:00","1.1","234","87","432","33.6","11.4","1.0","54.7","13.4","288"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T18:00:00","0.8","258","98","413","33.7","12.5","1.0","53.3","12.8","296"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T19:00:00","0.5","200","111","436","33.9","13.8","1.0","51.7","11.6","309"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T20:00:00","0.3","198","171","428","34.2","14.9","1.0","50.5","11.2","315"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T21:00:00","0.2","195","215","421","34.1","15.8","1.0","49.5","10.8","311"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T22:00:00","0.2","192","219","421","34.2","16.6","1.0","48.5","10.5","317"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-06T23:00:00","0.1","160","247","437","34.2","17.5","1.0","47.7","10.0","321"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","04-07T00:00:00","0.1","147","269","464","34.6","18.7","1.0","46.4","10.1","331"
